transcriptID_trim,log2FoldChange
TRINITY_DN8164_c0_g1::TRINITY_DN8164_c0_g1_i13,2.53855571391419
TRINITY_DN2266_c0_g1::TRINITY_DN2266_c0_g1_i4,-4.36920840521956
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i15,3.06332005987667
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i1,3.69229387058392
TRINITY_DN33_c0_g1::TRINITY_DN33_c0_g1_i18,3.72486196403257
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i3,3.72557147210707
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i1,4.11320800150005
TRINITY_DN9365_c0_g1::TRINITY_DN9365_c0_g1_i1,3.54949270075376
TRINITY_DN11685_c0_g1::TRINITY_DN11685_c0_g1_i2,2.94952605127839
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i13,4.20143855936732
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i18,3.67463098719706
TRINITY_DN1963_c0_g1::TRINITY_DN1963_c0_g1_i9,2.18556750593567
TRINITY_DN258_c0_g1::TRINITY_DN258_c0_g1_i13,3.18786583675598
TRINITY_DN3555_c0_g1::TRINITY_DN3555_c0_g1_i1,2.43463962929054
TRINITY_DN574_c0_g1::TRINITY_DN574_c0_g1_i15,2.91589224865089
TRINITY_DN30_c0_g2::TRINITY_DN30_c0_g2_i1,3.91625955770594
TRINITY_DN1890_c0_g1::TRINITY_DN1890_c0_g1_i13,-1.40526835572165
TRINITY_DN10209_c0_g2::TRINITY_DN10209_c0_g2_i3,2.76104962906393
TRINITY_DN14512_c0_g1::TRINITY_DN14512_c0_g1_i1,2.91826153176468
TRINITY_DN2266_c0_g1::TRINITY_DN2266_c0_g1_i3,-3.30441449500799
TRINITY_DN2161_c0_g1::TRINITY_DN2161_c0_g1_i9,1.72290561951478
TRINITY_DN2266_c0_g1::TRINITY_DN2266_c0_g1_i1,-3.30441449500799
TRINITY_DN9244_c0_g1::TRINITY_DN9244_c0_g1_i19,-1.33755629333157
TRINITY_DN2173_c0_g1::TRINITY_DN2173_c0_g1_i2,2.63325476800302
TRINITY_DN2132_c0_g1::TRINITY_DN2132_c0_g1_i10,2.7973325788882
TRINITY_DN2865_c3_g1::TRINITY_DN2865_c3_g1_i6,-1.91117827333119
TRINITY_DN268_c0_g1::TRINITY_DN268_c0_g1_i1,-1.44991938065274
TRINITY_DN159_c0_g2::TRINITY_DN159_c0_g2_i2,2.84526867664224
TRINITY_DN30646_c0_g1::TRINITY_DN30646_c0_g1_i1,3.2432415594343
TRINITY_DN3821_c0_g1::TRINITY_DN3821_c0_g1_i2,2.24294786623552
TRINITY_DN2350_c0_g1::TRINITY_DN2350_c0_g1_i2,-0.874615589908393
TRINITY_DN6586_c0_g1::TRINITY_DN6586_c0_g1_i2,-1.53966527870442
TRINITY_DN1008_c0_g1::TRINITY_DN1008_c0_g1_i20,1.25599230158792
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i1,2.15285691939232
TRINITY_DN2763_c0_g1::TRINITY_DN2763_c0_g1_i8,1.5377139012114
TRINITY_DN2763_c0_g1::TRINITY_DN2763_c0_g1_i13,1.5377139012114
TRINITY_DN2688_c1_g1::TRINITY_DN2688_c1_g1_i4,1.97768153635054
TRINITY_DN7398_c0_g1::TRINITY_DN7398_c0_g1_i1,-1.62356854553135
TRINITY_DN5899_c0_g1::TRINITY_DN5899_c0_g1_i7,-1.52121077289476
TRINITY_DN451_c0_g1::TRINITY_DN451_c0_g1_i1,-1.04836848174186
TRINITY_DN301_c0_g2::TRINITY_DN301_c0_g2_i7,2.3463207786424
TRINITY_DN1306_c0_g1::TRINITY_DN1306_c0_g1_i1,4.30542120262323
TRINITY_DN5545_c0_g1::TRINITY_DN5545_c0_g1_i2,1.79209564991959
TRINITY_DN3644_c0_g1::TRINITY_DN3644_c0_g1_i15,1.59007768635298
TRINITY_DN2289_c0_g1::TRINITY_DN2289_c0_g1_i3,2.18492615394518
